Step	,episode.rwd	,episode.q	,episode.loss	,epsilon	,time
2476561	,29	,643.285918683	,0.735548329176	0.1	,38750.634326
2477398	,21	,474.476066895	,0.537918597445	0.1	,38762.2352021
2478508	,27	,610.344317943	,0.705530039682	0.1	,38777.7857821
2479203	,16	,386.268851891	,0.442102682151	0.1	,38787.6670711
2480308	,30	,628.223240264	,0.713933963998	0.1	,38803.19414
2481645	,36	,754.176902473	,0.853241166958	0.1	,38822.1827259
2482493	,21	,485.518149585	,0.555047160618	0.1	,38834.702805
2483595	,33	,646.284674466	,0.671096583275	0.1	,38850.2042871
2484598	,26	,583.247481219	,0.656137363563	0.1	,38864.3701041
2485521	,22	,519.684137709	,0.585396810311	0.1	,38877.2148161
2486362	,22	,482.019836664	,0.5430820826	0.1	,38888.967129
2487740	,35	,773.874112375	,0.878941947049	0.1	,38908.37872
2488878	,28	,644.500924304	,0.711565704856	0.1	,38924.403877
2489847	,25	,551.919041678	,0.582469161767	0.1	,38938.417268
2490768	,24	,515.662848674	,0.551647820321	0.1	,38951.3256381
2491427	,16	,373.462346159	,0.409710479194	0.1	,38960.7165401
2492379	,27	,542.803156413	,0.562876287782	0.1	,38974.451339
2493449	,27	,612.096873537	,0.64104759859	0.1	,38990.765523
2494478	,28	,577.24601879	,0.644307391354	0.1	,39006.2033119
2495517	,26	,591.000796475	,0.681862088328	0.1	,39021.6275539
2496273	,20	,430.629226863	,0.458962932244	0.1	,39033.3767509
2497170	,22	,506.3399764	,0.549026758024	0.1	,39046.6433439
2498001	,25	,473.01017984	,0.494580591032	0.1	,39059.6105101
2499006	,28	,582.860599272	,0.664957737834	0.1	,39075.2693529
2500355	,39	,759.971997619	,0.89764336653	0.1	,39096.415334
2501085	,18	,410.22050257	,0.4592116243	0.1	,39107.584914
2502564	,38	,844.585905649	,0.983384150495	0.1	,39130.4199469
2503277	,17	,389.108590372	,0.466913859214	0.1	,39141.2909601
2504577	,31	,720.103398576	,0.851374373589	0.1	,39161.3657539
2505181	,14	,339.157647952	,0.358558225358	0.1	,39170.625546
2506153	,26	,540.862514332	,0.610210092447	0.1	,39185.6956811
2507319	,32	,650.45245713	,0.722338667401	0.1	,39203.9413929
2508384	,27	,593.512742408	,0.693993475754	0.1	,39220.315923
2509582	,34	,694.037314914	,0.773187940475	0.1	,39238.80795
2510347	,22	,454.026976734	,0.481711453504	0.1	,39250.6583681
2511249	,23	,514.878214195	,0.563194588569	0.1	,39264.7459431
2511910	,16	,376.442337915	,0.425396354854	0.1	,39274.891464
2513008	,28	,623.396848634	,0.672184168412	0.1	,39292.3287301
2514186	,34	,661.879155383	,0.729096460964	0.1	,39310.8605721
2515142	,25	,548.20903188	,0.596320330296	0.1	,39325.2998409
2516218	,28	,594.796118908	,0.670555368029	0.1	,39341.5478311
2517296	,28	,627.956888601	,0.699436258037	0.1	,39357.955374
2518062	,20	,438.253016084	,0.484388889992	0.1	,39369.953989
2518977	,24	,517.680768818	,0.565053386701	0.1	,39383.877106
2520371	,35	,774.698997788	,0.856485022145	0.1	,39405.3567009
2521643	,35	,742.015786029	,0.795762074013	0.1	,39425.5540309
2523002	,35	,751.091169126	,0.820646488079	0.1	,39446.7452919
2523997	,24	,575.629073076	,0.617076992021	0.1	,39461.9767351
2525293	,35	,740.548253521	,0.773302025991	0.1	,39482.285744
2526226	,24	,532.460980162	,0.575702505892	0.1	,39496.9213099
2527481	,34	,700.756536312	,0.800289148159	0.1	,39516.8046081
2528631	,29	,652.414918877	,0.708002953084	0.1	,39535.438513
2529410	,20	,442.675965294	,0.472057716033	0.1	,39547.9705851
2530310	,23	,512.775018677	,0.586883415213	0.1	,39561.4531009
2531441	,28	,640.001775548	,0.681491755618	0.1	,39579.486563
2532362	,24	,529.895904355	,0.562728884237	0.1	,39594.5064681
2533249	,22	,516.699080035	,0.566258295286	0.1	,39609.084928
2534143	,25	,528.642020583	,0.549852298354	0.1	,39622.8455739
2535180	,27	,598.08343868	,0.646593043712	0.1	,39639.89452
2536106	,23	,537.184974365	,0.591291868463	0.1	,39654.621474
2537634	,42	,875.214190081	,0.962244317379	0.1	,39679.271044
2538414	,20	,451.354771689	,0.492590256283	0.1	,39691.972919
2539178	,20	,444.87139117	,0.480371936883	0.1	,39704.732631
2540194	,26	,586.169828691	,0.628507909103	0.1	,39721.423382
2541431	,33	,712.398086205	,0.834774679235	0.1	,39742.4860229
2542531	,29	,643.394655541	,0.724526368758	0.1	,39759.9585791
2543438	,21	,513.496576481	,0.594272730261	0.1	,39774.6129479
2544838	,37	,815.872783013	,0.91660990411	0.1	,39797.2386169
2546114	,31	,716.812882453	,0.854555539692	0.1	,39818.817503
2547460	,37	,766.959341712	,0.918886831721	0.1	,39841.6603711
2548652	,32	,686.183294982	,0.813461188649	0.1	,39861.7195461
2549599	,25	,543.477166407	,0.645052844942	0.1	,39877.5411041
2550574	,26	,572.359438188	,0.628742000059	0.1	,39894.1826861
2552013	,39	,829.22494927	,0.926890287898	0.1	,39916.9730611
2553030	,27	,600.092948131	,0.632384337056	0.1	,39933.323519
2554158	,30	,642.758644409	,0.717140086577	0.1	,39951.7434061
2555617	,37	,819.78564772	,0.938806674145	0.1	,39976.009928
2556679	,27	,611.0288243	,0.682079771708	0.1	,39993.349792
2558021	,36	,781.480465293	,0.818919046418	0.1	,40015.8221121
2559562	,41	,894.734628484	,0.958700641211	0.1	,40041.6120219
2560468	,24	,525.199596494	,0.595617573374	0.1	,40057.06021
2561578	,31	,669.004394606	,0.737440230681	0.1	,40074.671762
2562938	,35	,766.659940384	,0.934661261257	0.1	,40097.3318369
2564400	,38	,825.179721393	,0.969773955738	0.1	,40121.903646
2565978	,43	,892.594144337	,1.06959296013	0.1	,40148.403266
2566882	,22	,507.628766887	,0.565344681505	0.1	,40163.522284
2568012	,30	,653.069315568	,0.749998097657	0.1	,40182.608336
2569021	,24	,567.571081966	,0.651691728679	0.1	,40198.9337521
2570338	,33	,746.324573524	,0.881366257578	0.1	,40220.3532119
2571365	,28	,606.689779475	,0.659994708854	0.1	,40237.133549
2572227	,24	,519.958824769	,0.53807452762	0.1	,40251.4004481
2573076	,20	,486.417466849	,0.539231983588	0.1	,40264.8623371
2574503	,36	,820.796560898	,0.908014563989	0.1	,40288.5737801
2575209	,19	,420.904442787	,0.435238879989	0.1	,40299.9097719
2576469	,34	,724.987615302	,0.810618339856	0.1	,40320.2658031
2577635	,31	,696.772369251	,0.708285100882	0.1	,40339.412962
2578438	,23	,476.614610083	,0.516394512626	0.1	,40353.159529
2579779	,36	,778.237763822	,0.811053943558	0.1	,40374.5588529
2580958	,30	,679.639411367	,0.767109552566	0.1	,40393.194277
2582126	,31	,691.01124078	,0.765558320512	0.1	,40412.0168869
2582855	,18	,428.466108322	,0.465761663625	0.1	,40423.9699221
2583712	,21	,498.296232551	,0.527307304888	0.1	,40438.600338
2584988	,36	,751.325556003	,0.783782523133	0.1	,40459.5525229
2586283	,36	,775.783568516	,0.800386170966	0.1	,40481.2333031
2587475	,32	,699.758558534	,0.727725264915	0.1	,40501.4241619
2588568	,27	,634.418785796	,0.664088034253	0.1	,40519.4787631
2589990	,38	,815.239655808	,0.889702629873	0.1	,40542.02315
2591324	,33	,728.025695004	,0.889822571975	0.1	,40563.540247
2592512	,32	,672.278601006	,0.7726480981	0.1	,40583.328841
2593468	,25	,555.290476866	,0.606958120457	0.1	,40598.8077071
2595068	,44	,930.426302202	,1.02695159202	0.1	,40623.838438
2596390	,35	,751.854942068	,0.848923467252	0.1	,40645.4886041
2597482	,28	,634.246583238	,0.704462629314	0.1	,40663.3608079
2598281	,20	,468.036777854	,0.485426880841	0.1	,40675.9803579
2599572	,33	,745.399004303	,0.802734049619	0.1	,40696.912848
2600642	,30	,639.720708422	,0.723826143076	0.1	,40714.772773
2601621	,27	,565.842643887	,0.680082966661	0.1	,40731.2666249
2602291	,16	,384.223478839	,0.436128786299	0.1	,40742.3668771
2603555	,34	,744.186935917	,0.818405825165	0.1	,40762.8769569
2604939	,37	,779.671733283	,0.868239172072	0.1	,40786.127316
2605901	,26	,558.641381085	,0.590790978575	0.1	,40802.576699
2606655	,19	,429.660383403	,0.470584446957	0.1	,40815.2624941
2607821	,29	,667.396647483	,0.765743989192	0.1	,40834.856144
2608567	,18	,427.63563966	,0.499261252444	0.1	,40846.5541511
2609565	,25	,570.564843431	,0.664577787851	0.1	,40862.559936
2610593	,29	,597.047770187	,0.656876703986	0.1	,40879.6432209
2611981	,39	,800.104993507	,0.854886624467	0.1	,40902.316395
2612840	,21	,476.368206158	,0.552418470994	0.1	,40916.091109
2614036	,31	,674.870349124	,0.763286607049	0.1	,40936.091675
2614778	,19	,425.117227502	,0.497861185286	0.1	,40948.733094
2615709	,25	,541.729152128	,0.581615221483	0.1	,40964.157613
2616173	,9	,241.536826074	,0.281678163614	0.1	,40971.6824601
2617544	,35	,770.306700736	,0.860370507042	0.1	,40994.0811751
2618327	,21	,459.030687645	,0.484575380658	0.1	,41006.812839
2619275	,23	,548.275172859	,0.608362162566	0.1	,41022.0432351
2620476	,29	,668.007970989	,0.745394909216	0.1	,41042.164495
2622198	,47	,977.719156653	,1.10396800705	0.1	,41070.6790719
2623207	,26	,578.948993757	,0.607608917759	0.1	,41087.6434021
2624251	,26	,586.234443299	,0.626746651484	0.1	,41105.2058909
2625475	,36	,733.438546583	,0.761873718693	0.1	,41126.1549079
2626652	,31	,672.977690101	,0.73825287661	0.1	,41145.480525
2628216	,44	,906.139279954	,0.967078415779	0.1	,41170.5450809
2629493	,35	,742.706178062	,0.766588923812	0.1	,41190.7426181
2630804	,33	,737.683911979	,0.82497492119	0.1	,41211.728174
2631854	,29	,606.253795817	,0.653506822724	0.1	,41229.3144691
2633282	,39	,811.599948831	,0.890202978677	0.1	,41253.097964
2634834	,41	,855.681258328	,1.00653585368	0.1	,41278.714457
2635835	,26	,575.135116212	,0.608712374378	0.1	,41295.2209699
2637355	,37	,816.571260467	,0.918336958668	0.1	,41321.207763
2638424	,29	,610.351850249	,0.637820909229	0.1	,41338.574954
2639112	,16	,386.894146644	,0.450794289951	0.1	,41349.9077959
2639907	,18	,436.124688454	,0.490248517708	0.1	,41362.9301491
2641288	,36	,775.99938897	,0.822848833872	0.1	,41384.7854509
2642129	,21	,492.43801941	,0.52868994233	0.1	,41398.7538829
2643063	,23	,533.870115787	,0.569547042665	0.1	,41414.535311
2644178	,30	,629.846347637	,0.642343981024	0.1	,41432.6867659
2645105	,24	,541.777364671	,0.533485036416	0.1	,41448.9025691
2646031	,23	,535.328503922	,0.534386536114	0.1	,41463.6695609
2646937	,23	,527.403818235	,0.522130844904	0.1	,41477.8116159
2647993	,28	,614.926121488	,0.618536274531	0.1	,41495.945401
2649057	,29	,620.622409247	,0.590876878319	0.1	,41513.719929
2649844	,21	,459.895906247	,0.460734606211	0.1	,41526.7638831
2650771	,25	,538.150032349	,0.565724280525	0.1	,41542.210083
2651980	,31	,692.806466401	,0.751834025345	0.1	,41562.6728489
2652879	,23	,510.400548056	,0.551246952011	0.1	,41578.1237609
2653924	,27	,584.257640317	,0.633312127669	0.1	,41596.0061769
2654922	,25	,568.118421182	,0.580108320988	0.1	,41612.692641
2655953	,26	,591.138432086	,0.59661283165	0.1	,41629.9941111
2657214	,34	,723.113915719	,0.763331094058	0.1	,41652.387542
2657892	,18	,394.968470022	,0.396856692721	0.1	,41663.4290991
2658874	,27	,551.056885809	,0.589583653767	0.1	,41680.34129
2659836	,25	,548.048018694	,0.604234828468	0.1	,41696.402252
2660557	,20	,435.992409654	,0.441010865237	0.1	,41708.8035851
2661889	,35	,764.117319487	,0.819657166736	0.1	,41731.610683
2663090	,30	,666.292102635	,0.748159871058	0.1	,41751.671989
2664248	,31	,668.523317784	,0.705972077711	0.1	,41770.5746429
2665003	,19	,434.391259685	,0.468068590271	0.1	,41783.2168269
2665800	,19	,456.734824598	,0.488100604969	0.1	,41796.71821
2666911	,28	,637.918709919	,0.706212897356	0.1	,41815.2467029
2667561	,18	,385.960960984	,0.401275870783	0.1	,41825.7729759
2668219	,16	,370.370706685	,0.391586859929	0.1	,41837.4172249
2669271	,26	,609.217119791	,0.663607994953	0.1	,41854.904237
2670266	,24	,563.429019235	,0.615028947752	0.1	,41872.054714
2671264	,27	,578.817620315	,0.618277525697	0.1	,41888.5705011
2672222	,25	,549.862760052	,0.590932635954	0.1	,41904.745168
2673176	,26	,553.694198161	,0.553769833161	0.1	,41920.8982689
2674302	,30	,662.061492004	,0.678564719277	0.1	,41939.6879029
2675503	,30	,679.247881949	,0.717032792134	0.1	,41959.9723811
2676944	,38	,825.682642519	,0.853251010325	0.1	,41984.665184
2677785	,20	,475.698385231	,0.496509635414	0.1	,41999.0265501
2678635	,21	,487.59565562	,0.489792570668	0.1	,42013.6464181
2679804	,31	,676.87221019	,0.693695217939	0.1	,42033.4862881
2680707	,24	,537.103380717	,0.539049064741	0.1	,42049.140296
2681523	,22	,491.110082917	,0.504563041075	0.1	,42063.0287471
2682702	,31	,659.648547329	,0.689183599112	0.1	,42081.655906
2683819	,30	,653.103667423	,0.655689505467	0.1	,42101.2662351
2684564	,19	,437.55346816	,0.440486597508	0.1	,42114.25247
2685488	,25	,550.79360804	,0.549377357995	0.1	,42129.679493
2686299	,23	,480.855381988	,0.4937451117	0.1	,42143.0328579
2687336	,28	,621.186845511	,0.612518833746	0.1	,42159.5559559
2688257	,23	,533.106403865	,0.541927049155	0.1	,42174.5770121
2689309	,28	,619.994690642	,0.615336146948	0.1	,42192.1259339
2690210	,24	,532.665422395	,0.542722064783	0.1	,42207.874537
2691199	,27	,577.916235641	,0.617465799864	0.1	,42224.9403169
2692078	,23	,516.235218719	,0.514448258975	0.1	,42239.6274121
2693542	,37	,822.197847262	,0.845861490394	0.1	,42263.276536
2694802	,35	,728.997081675	,0.745809110987	0.1	,42283.8720939
2695846	,29	,624.978419334	,0.640060448284	0.1	,42300.7765319
2696726	,23	,514.813307777	,0.519161419652	0.1	,42315.7721651
2697748	,28	,600.969878711	,0.619606063381	0.1	,42333.537746
2699051	,36	,759.624068603	,0.760914032464	0.1	,42354.8400071
2700304	,32	,715.22556904	,0.747423810681	0.1	,42375.5438719
2701482	,29	,674.717806347	,0.709038014975	0.1	,42394.3188801
2702822	,34	,765.486691587	,0.832853960666	0.1	,42416.6838191
2703912	,27	,626.575021595	,0.681572024099	0.1	,42434.9009881
2705234	,33	,742.278013937	,0.796120080908	0.1	,42456.774049
2706485	,34	,723.134274088	,0.779558573631	0.1	,42477.5524049
2707742	,34	,702.232444011	,0.765785041534	0.1	,42498.7413139
2708594	,21	,488.70058696	,0.511570479623	0.1	,42512.9312961
2710009	,36	,808.88998279	,0.816089463944	0.1	,42536.270997
2711297	,36	,770.902122572	,0.775616940766	0.1	,42557.9810071
2712930	,47	,928.721251011	,0.965894091241	0.1	,42583.3010809
2714343	,37	,820.746263616	,0.860359023121	0.1	,42604.003206
2715263	,26	,554.154552795	,0.563035209772	0.1	,42617.930294
2716440	,32	,699.152507938	,0.70450737566	0.1	,42635.110544
2717589	,32	,677.683109857	,0.691112778608	0.1	,42651.7980249
2718413	,20	,468.71533449	,0.464310987525	0.1	,42663.3035481
2719742	,35	,760.01806239	,0.827360463831	0.1	,42682.665565
2720631	,22	,521.858016059	,0.510342228103	0.1	,42695.4096739
2721464	,20	,466.02779828	,0.514529998152	0.1	,42707.611372
2722602	,32	,665.553988628	,0.706843505104	0.1	,42723.548507
2723718	,29	,640.836829491	,0.669357159095	0.1	,42739.4127419
2725261	,40	,852.540895976	,0.911784725628	0.1	,42761.035464
2725944	,16	,390.780675411	,0.385357254352	0.1	,42770.8602591
2726804	,21	,493.392092928	,0.48614476587	0.1	,42783.3784881
2727788	,25	,566.544464543	,0.582946249277	0.1	,42797.194592
2729200	,39	,821.436463729	,0.833528193252	0.1	,42817.6653769
2729933	,17	,419.078062192	,0.437538907689	0.1	,42828.0516829
2730641	,18	,408.195031479	,0.423745063541	0.1	,42838.126101
2731777	,30	,657.751229569	,0.737110419948	0.1	,42854.4539609
2733214	,38	,825.853411272	,0.90895189382	0.1	,42874.9592609
2734125	,23	,524.488575175	,0.575070223589	0.1	,42888.217181
2735268	,32	,669.055131644	,0.690979046471	0.1	,42904.8271041
2736450	,30	,673.918729462	,0.717003315731	0.1	,42921.997386
2737364	,26	,549.859641217	,0.56535779759	0.1	,42935.0600541
2738299	,26	,554.264551625	,0.584172002535	0.1	,42948.2381539
2739406	,31	,652.455689535	,0.679262614132	0.1	,42963.925348
2740374	,24	,566.414723575	,0.595061397646	0.1	,42977.7246349
2741834	,39	,829.906741619	,0.882348418018	0.1	,42998.2292149
2743293	,37	,835.75128068	,0.853154134478	0.1	,43019.4812231
2744196	,22	,516.333953753	,0.527251693602	0.1	,43032.7669139
2745562	,39	,783.480989672	,0.786434886075	0.1	,43052.652463
2746568	,26	,572.069033861	,0.58174467965	0.1	,43067.1792581
2747737	,32	,688.478626974	,0.695416005052	0.1	,43083.9413979
2748410	,15	,371.447930336	,0.396117730968	0.1	,43093.287261
2749646	,34	,711.890360422	,0.707870207712	0.1	,43111.2948761
2750854	,31	,697.937213801	,0.708947603329	0.1	,43129.001091
2752337	,39	,854.476709127	,0.860495476089	0.1	,43150.493603
2753315	,27	,556.880984195	,0.565354146231	0.1	,43164.7846029
2754334	,27	,589.95658087	,0.608391669513	0.1	,43180.1519229
2755678	,35	,753.939290993	,0.784454317662	0.1	,43202.2611771
2756943	,36	,748.633241668	,0.701711767077	0.1	,43223.493989
2758014	,29	,623.475998946	,0.6550715474	0.1	,43241.3736069
2758713	,18	,417.996827461	,0.404912736849	0.1	,43252.816812
2760085	,38	,801.124047324	,0.806421825029	0.1	,43275.681751
2761576	,39	,842.995509103	,0.934687536355	0.1	,43299.230289
2763065	,40	,842.766836897	,0.865187411815	0.1	,43324.5947981
2764167	,27	,618.08112371	,0.650288285658	0.1	,43342.1221931
2765619	,43	,850.088004343	,0.879116114673	0.1	,43366.29814
2766560	,25	,541.155020148	,0.56645007764	0.1	,43382.263639
2768257	,45	,964.313015997	,1.03844583881	0.1	,43411.369277
2769096	,23	,501.307835646	,0.499422495515	0.1	,43424.5264549
2770259	,31	,680.652468279	,0.669269394639	0.1	,43443.870584
2771123	,22	,475.204593204	,0.549283617191	0.1	,43458.718998
2772128	,26	,573.449214928	,0.569257567062	0.1	,43475.7640021
2773743	,46	,961.911482334	,0.959821513767	0.1	,43503.3458221
2775110	,37	,793.852659702	,0.816823855974	0.1	,43525.9703879
2776151	,27	,602.521730304	,0.605802527964	0.1	,43543.063287
2777134	,24	,561.755924441	,0.607374714142	0.1	,43558.952071
2778018	,24	,523.119081147	,0.53806492006	0.1	,43573.5034921
2779197	,29	,651.567155622	,0.72023346847	0.1	,43592.4209249
2780228	,27	,599.936821759	,0.627838507455	0.1	,43608.8875079
2781664	,40	,835.008422583	,0.825058746093	0.1	,43632.7656751
2782309	,16	,371.039582521	,0.365701921852	0.1	,43643.151531
2783569	,32	,724.602973968	,0.729068818044	0.1	,43664.583833
2784579	,27	,590.504598185	,0.604474725951	0.1	,43680.977658
2785197	,15	,356.70758	,0.35327234969	0.1	,43691.5313661
2786430	,31	,701.228544794	,0.735838882159	0.1	,43711.9158299
2787572	,28	,651.669170707	,0.657827598923	0.1	,43730.487036
2788774	,32	,701.245418206	,0.685400277085	0.1	,43750.4480121
2789754	,25	,569.259981766	,0.554743702822	0.1	,43766.826112
2790929	,30	,687.596495256	,0.686848483492	0.1	,43784.972903
2791432	,12	,287.86075145	,0.2843674752	0.1	,43792.8905749
2792545	,28	,641.540122353	,0.64821719272	0.1	,43810.130168
2793493	,26	,558.447066277	,0.592208797607	0.1	,43825.2658041
2794784	,35	,762.961913541	,0.742047680644	0.1	,43845.5922129
2796169	,39	,828.253226213	,0.777908700002	0.1	,43866.473829
2796848	,16	,388.995972216	,0.398748734064	0.1	,43876.8749089
2797611	,21	,451.293253496	,0.445942856459	0.1	,43888.4496391
2798932	,35	,769.220610783	,0.761048290406	0.1	,43908.4089539
2799690	,20	,444.947933808	,0.465351268751	0.1	,43919.7624609
2800458	,21	,449.780992165	,0.462338770929	0.1	,43932.2053909
2801795	,37	,797.439158008	,0.805451524218	0.1	,43952.439409
2802988	,32	,691.886392653	,0.723715754735	0.1	,43970.4304299
2804013	,25	,587.185902245	,0.623556739578	0.1	,43985.3909831
2805416	,38	,789.625024863	,0.854169718405	0.1	,44007.3814919
2806227	,22	,482.438812271	,0.495855186724	0.1	,44019.8168311
2807166	,24	,536.718930423	,0.566072316127	0.1	,44033.9710541
2808231	,27	,608.53871572	,0.662184084445	0.1	,44050.5111959
2809602	,35	,789.438852966	,0.826594090802	0.1	,44071.9813559
2810594	,25	,570.701013826	,0.595789811938	0.1	,44087.947381
2811404	,21	,478.776111059	,0.478510354063	0.1	,44100.31041
2812603	,30	,674.764959536	,0.716970210895	0.1	,44118.61883
2813309	,19	,416.305633463	,0.415302504945	0.1	,44129.79213
2814185	,22	,510.616254672	,0.519311990152	0.1	,44143.2523291
2814916	,19	,420.634639129	,0.416623945377	0.1	,44154.3815801
2815864	,24	,539.736481518	,0.568050427391	0.1	,44168.1085131
2817315	,41	,812.761436142	,0.853229091728	0.1	,44190.2097709
2818533	,32	,700.301386878	,0.732631744824	0.1	,44208.7009151
2819282	,20	,443.128169321	,0.426086850071	0.1	,44219.435699
2820093	,19	,460.892692506	,0.474762736529	0.1	,44231.264322
2820815	,17	,412.985109217	,0.434079393366	0.1	,44242.6186161
2822324	,41	,885.039110191	,0.876749550407	0.1	,44265.631139
2823139	,22	,475.442611203	,0.476870465725	0.1	,44278.467494
2824598	,41	,855.862767622	,0.855804172235	0.1	,44300.816963
2825530	,24	,548.422241852	,0.56217926868	0.1	,44315.365103
2826915	,40	,830.390619986	,0.793590927016	0.1	,44335.9683211
2827830	,24	,542.524353057	,0.55586721062	0.1	,44349.9934721
2828874	,26	,591.692249939	,0.615206110459	0.1	,44365.9294591
2830357	,38	,857.291050002	,0.878663763469	0.1	,44387.023623
2831656	,36	,768.696217611	,0.732041622156	0.1	,44405.7180891
2832555	,23	,532.764405668	,0.533742317115	0.1	,44419.9537039
2833716	,28	,659.245631866	,0.684775792783	0.1	,44436.3674009
2835363	,45	,971.737686493	,0.915519879149	0.1	,44460.208688
2836756	,36	,773.372853607	,0.778900335332	0.1	,44480.0186069
2837515	,20	,454.75456138	,0.461563458921	0.1	,44490.7634649
2838671	,35	,691.628247947	,0.648902249282	0.1	,44507.1005371
2839596	,23	,543.65362443	,0.556919115639	0.1	,44520.025269
2840643	,26	,606.981011175	,0.632414701606	0.1	,44534.9058659
2841942	,33	,759.982035309	,0.779105558104	0.1	,44554.258394
2843140	,32	,713.340223104	,0.704458377637	0.1	,44571.7593091
2843722	,14	,336.008387938	,0.354879403385	0.1	,44580.0334799
2844836	,29	,650.85698811	,0.652692507596	0.1	,44596.403255
2845461	,14	,347.046986833	,0.342822865685	0.1	,44605.3076949
2846491	,27	,608.576859102	,0.56578511071	0.1	,44620.0448861
2847678	,31	,705.539886318	,0.687495327868	0.1	,44637.1231229
2848963	,33	,745.392491341	,0.730107657575	0.1	,44655.8921061
2849654	,18	,413.783909924	,0.39230273274	0.1	,44665.9686551
2850583	,24	,547.083441168	,0.570762741212	0.1	,44679.692369
2851437	,22	,502.356449366	,0.493050122619	0.1	,44692.047714
2852391	,27	,565.275973454	,0.565388488074	0.1	,44705.970726
2853457	,28	,625.682431832	,0.627738780422	0.1	,44722.1026139
2854676	,32	,717.665094174	,0.702261694954	0.1	,44739.8348279
2856009	,36	,784.336737633	,0.792885343879	0.1	,44758.756165
2857225	,34	,720.740560256	,0.68622656646	0.1	,44776.223341
2858015	,20	,461.771091282	,0.450820452563	0.1	,44787.4391479
2859076	,29	,628.64051605	,0.617553962642	0.1	,44802.799052
2860321	,35	,736.36541605	,0.732333759908	0.1	,44820.677845
2861353	,30	,617.934102133	,0.585574450088	0.1	,44835.5251689
2862532	,33	,690.832075618	,0.683635270405	0.1	,44853.2510121
2863917	,36	,801.774376743	,0.812195508101	0.1	,44873.3968091
2864993	,28	,632.020135477	,0.608295782142	0.1	,44889.2038009
2866015	,27	,594.82182698	,0.563746851214	0.1	,44904.5541639
2867144	,26	,629.87487708	,0.669662293636	0.1	,44920.5750279
2868419	,35	,758.089120418	,0.75650581409	0.1	,44938.5869009
2869081	,16	,377.772872776	,0.391103761278	0.1	,44947.9525239
2870105	,27	,611.16905769	,0.605483737032	0.1	,44963.1291771
2871266	,30	,684.93358402	,0.698558075346	0.1	,44982.8720181
2872533	,37	,756.697206654	,0.773413255003	0.1	,45005.17326
2874183	,44	,953.497885033	,1.02904220184	0.1	,45033.9930289
2874961	,17	,428.653302491	,0.483466383514	0.1	,45047.636122
2876408	,38	,849.714306995	,0.89313997297	0.1	,45070.6760449
2877552	,33	,680.336830117	,0.694008146318	0.1	,45088.9513309
2878556	,28	,599.101574473	,0.616802497119	0.1	,45105.6069391
2880074	,40	,861.580427922	,0.938900111323	0.1	,45130.591805
2880942	,21	,493.884467736	,0.546523169534	0.1	,45144.810209
2882250	,36	,769.170253374	,0.877945027976	0.1	,45166.2536349
2884060	,47	,1030.26655088	,1.13370818742	0.1	,45196.235791
2884864	,22	,468.383332908	,0.50320407025	0.1	,45209.6033731
2886169	,39	,782.963424876	,0.825601648045	0.1	,45231.3157949
2887329	,30	,671.407961771	,0.730704984431	0.1	,45249.428627
2888373	,27	,607.400145099	,0.660453357144	0.1	,45267.85431
2889463	,28	,643.119443193	,0.677137918596	0.1	,45286.8326139
2890358	,25	,535.91344396	,0.638117778224	0.1	,45302.3791571
2891330	,25	,566.821450889	,0.665443341524	0.1	,45319.537987
2892317	,25	,581.117361426	,0.640024219589	0.1	,45336.6987729
2893364	,26	,600.47727982	,0.719256552569	0.1	,45354.1889639
2894601	,34	,735.792141199	,0.815703194239	0.1	,45373.998822
2895771	,31	,682.363982111	,0.784934115181	0.1	,45393.17606
2897076	,36	,770.31128072	,0.868903541617	0.1	,45414.987916
2898399	,35	,775.601441242	,0.88535910425	0.1	,45435.9318449
2899631	,34	,730.756424755	,0.828235580819	0.1	,45456.7229669
2900781	,31	,677.375328109	,0.798920112298	0.1	,45476.424217
2902061	,36	,753.747874901	,0.888406693957	0.1	,45497.8024709
2902888	,20	,480.440276161	,0.574661705003	0.1	,45511.7499421
2903752	,22	,508.499302186	,0.593704183251	0.1	,45526.518472
2904781	,28	,628.842737675	,0.727901344289	0.1	,45543.7656269
2906219	,39	,853.874898292	,1.01240931992	0.1	,45568.139394
2907355	,29	,657.795492403	,0.772904510406	0.1	,45586.005533
2908371	,27	,601.870889537	,0.687989634607	0.1	,45601.9109061
2909391	,26	,591.195143998	,0.691818502259	0.1	,45618.0224121
2910191	,22	,482.583925173	,0.539091103128	0.1	,45630.4773359
2911194	,26	,583.215936184	,0.699793133565	0.1	,45645.8875699
2912327	,30	,660.72708036	,0.776301759441	0.1	,45663.317239
2913336	,27	,602.061068445	,0.656898131812	0.1	,45678.997335
2914369	,28	,614.18717441	,0.672014443044	0.1	,45695.155762
2915725	,37	,797.969199292	,0.923426251378	0.1	,45716.595058
2917045	,38	,793.386365928	,0.911562466681	0.1	,45737.46578
2918477	,38	,848.998058736	,0.925659191344	0.1	,45759.320111
2919427	,26	,557.339471467	,0.609786277309	0.1	,45773.7402689
2920411	,27	,581.691801742	,0.635035622559	0.1	,45789.201807
2921365	,27	,565.328407161	,0.653562355452	0.1	,45803.782315
2922854	,41	,855.188498527	,0.95883863866	0.1	,45826.6842761
2923660	,23	,484.680007778	,0.56957019995	0.1	,45839.2810221
2924724	,28	,631.18097496	,0.706736203028	0.1	,45855.2404339
