Step	,episode.rwd	,episode.q	,episode.loss	,epsilon	,time
4004188	,32	,714.051019117	,0.76587790309	0.1	,63188.636867
4005566	,39	,837.270927936	,0.83288110602	0.1	,63212.470768
4006506	,25	,560.82311365	,0.599486488733	0.1	,63227.8493209
4008372	,49	,1087.5813278	,1.10477469984	0.1	,63259.0560229
4009990	,44	,1003.33113393	,0.966483390483	0.1	,63286.1354499
4011428	,41	,898.154845715	,0.917138453922	0.1	,63309.984745
4012623	,32	,725.790073738	,0.737450413777	0.1	,63330.5369649
4013680	,31	,662.014732063	,0.676792737264	0.1	,63348.4509189
4014921	,34	,737.817696497	,0.908763339321	0.1	,63368.6537361
4016141	,34	,757.905890629	,0.791962472598	0.1	,63390.005383
4017324	,32	,707.038633943	,0.83679920459	0.1	,63410.1229961
4018492	,32	,699.24798058	,0.764185446656	0.1	,63429.528491
4019329	,23	,507.307775751	,0.5185941206	0.1	,63443.6002419
4020820	,38	,878.057897434	,0.954198336054	0.1	,63468.5179231
4022273	,43	,885.886821851	,0.98109215188	0.1	,63491.4449439
4023518	,35	,750.739005357	,0.97077190203	0.1	,63512.078527
4024618	,32	,669.091664404	,0.737268256766	0.1	,63530.445081
4026136	,41	,893.792118847	,0.991307333592	0.1	,63556.3826931
4027220	,28	,633.271906227	,0.697494067557	0.1	,63575.3948879
4028709	,42	,910.109663114	,0.996066896783	0.1	,63599.265327
4029803	,55	,813.131317601	,0.689328425586	0.1	,63616.7989559
4030586	,20	,442.373733923	,0.602614737938	0.1	,63629.8133049
4031761	,31	,673.61738126	,0.878833395473	0.1	,63649.66097
4033255	,41	,872.587126359	,1.03090651195	0.1	,63675.487649
4034466	,35	,727.372922704	,0.901761873116	0.1	,63696.749119
4035774	,35	,772.182090029	,0.943214179322	0.1	,63718.7510381
4037448	,47	,990.077168271	,1.15337067501	0.1	,63746.1766429
4038613	,34	,710.990484357	,0.816891906361	0.1	,63766.079659
4039704	,29	,643.120784983	,0.754920277643	0.1	,63783.378633
4041196	,39	,875.465037584	,1.07731632782	0.1	,63806.881654
4042257	,27	,627.737413853	,0.859496273042	0.1	,63825.170217
4043345	,30	,652.958546638	,0.77794082911	0.1	,63842.415659
4044404	,31	,640.525231391	,0.723126265089	0.1	,63860.376766
4044703	,5	,153.986578107	,0.197137966883	0.1	,63865.2970619
4046004	,34	,765.445008487	,0.891652974329	0.1	,63887.682363
4047082	,28	,634.179587185	,0.721968888749	0.1	,63905.2255659
4048241	,30	,678.652732998	,0.770803385749	0.1	,63924.737973
4049620	,38	,814.20626606	,0.952317172283	0.1	,63947.7165229
4050983	,42	,786.647837058	,1.07722648016	0.1	,63970.547838
4052101	,32	,666.956487447	,0.84355641235	0.1	,63989.231945
4053497	,38	,836.104547128	,0.968753875903	0.1	,64012.3884101
4054748	,35	,750.840912297	,0.902321164336	0.1	,64032.3834009
4055925	,29	,662.161394164	,0.889722301145	0.1	,64052.0233281
4056645	,19	,422.551283032	,0.542539820628	0.1	,64064.0745521
4058039	,42	,849.084497303	,1.11741571809	0.1	,64086.94469
4059510	,42	,843.537793025	,1.07009646927	0.1	,64110.162606
4060431	,26	,600.579474315	,0.642425752485	0.1	,64125.756897
4061677	,32	,727.288534388	,0.873801936425	0.1	,64146.1589439
4063286	,42	,959.92682609	,1.14080567498	0.1	,64173.0109019
4064444	,31	,697.792573795	,0.841049133058	0.1	,64191.8581741
4065698	,35	,739.139870599	,0.859901925571	0.1	,64211.7181129
4067157	,39	,831.374528185	,1.07573054085	0.1	,64235.5613379
4068124	,25	,564.700122759	,0.66972703467	0.1	,64250.9354539
4069534	,39	,835.273743734	,1.04645235607	0.1	,64273.1226239
4071180	,43	,970.831048906	,1.085117239	0.1	,64301.009167
4072311	,31	,682.071238756	,0.784484905773	0.1	,64319.5736289
4073592	,35	,764.492508844	,0.905891397662	0.1	,64340.1314099
4074960	,37	,791.383686095	,0.997377310225	0.1	,64362.657357
4076009	,26	,618.239719853	,0.672996122259	0.1	,64379.9793999
4076708	,18	,424.998469561	,0.440804509562	0.1	,64390.754797
4077329	,15	,363.482567728	,0.403285131135	0.1	,64400.596441
4078294	,26	,584.260055006	,0.631667611313	0.1	,64416.0644369
4079573	,34	,770.539436817	,0.821585111014	0.1	,64436.4827869
4081169	,45	,947.428133398	,1.04181951977	0.1	,64461.999409
4082065	,23	,519.625151306	,0.706996176741	0.1	,64477.002198
4082928	,25	,514.395119041	,0.538298726315	0.1	,64491.2934461
4084154	,35	,733.335094765	,0.754810734375	0.1	,64510.9994471
4085326	,31	,701.335830539	,0.76483593358	0.1	,64530.6275849
4086986	,47	,982.52308394	,1.0365134943	0.1	,64557.259304
4088500	,41	,893.899921179	,1.05046316119	0.1	,64581.616503
4089415	,26	,559.394981682	,0.544832807856	0.1	,64596.853406
4090662	,31	,721.577527732	,0.828115266035	0.1	,64617.5669911
4091399	,22	,453.607478485	,0.491213773923	0.1	,64629.790803
4092770	,38	,816.560080096	,0.904043896036	0.1	,64651.376045
4093918	,31	,686.817677304	,0.803928489549	0.1	,64670.472805
4095170	,31	,712.81155242	,0.848618134565	0.1	,64691.01843
4096176	,27	,594.181698576	,0.675807466163	0.1	,64706.674165
4097540	,36	,802.127514139	,0.899399820795	0.1	,64728.894433
4098973	,40	,855.253077492	,0.948529470232	0.1	,64752.3414581
4100225	,31	,724.405578598	,0.839239377623	0.1	,64773.199681
4102007	,50	,1064.15751363	,1.24021521644	0.1	,64801.4640329
4102677	,17	,380.290700287	,0.457441889354	0.1	,64812.2375081
4103936	,36	,760.795148432	,0.852794593084	0.1	,64832.111053
4105224	,36	,746.173845872	,0.853635522188	0.1	,64851.851433
4106420	,32	,697.252608135	,0.811058905994	0.1	,64870.4103279
4107918	,40	,882.524646237	,1.01803629365	0.1	,64893.9943621
4109003	,27	,647.544329211	,0.719199852421	0.1	,64911.3766711
4110432	,38	,841.170274422	,0.925892164974	0.1	,64933.515033
4111622	,33	,694.634195715	,0.787638519978	0.1	,64951.6732061
4112669	,27	,624.393658519	,0.681876664072	0.1	,64968.0381179
4113867	,31	,712.60942927	,0.821370215432	0.1	,64986.379462
4114749	,25	,539.862137184	,0.578739187178	0.1	,65000.237298
4116252	,42	,874.478680491	,1.02135127581	0.1	,65022.8374391
4117287	,29	,629.66293399	,0.675343231836	0.1	,65039.1024339
4118483	,35	,741.893307835	,0.792862516471	0.1	,65057.504204
4119541	,29	,641.088567317	,0.763737388115	0.1	,65073.862922
4120766	,33	,731.396139517	,0.806638443537	0.1	,65092.9966731
4122271	,38	,881.916722104	,0.99017257271	0.1	,65115.891609
4123730	,42	,912.225352034	,0.998758335118	0.1	,65139.3662031
4124595	,25	,531.264380306	,0.604883610649	0.1	,65152.441988
4125644	,27	,622.640594363	,0.746573022065	0.1	,65168.520716
4126254	,17	,387.172823057	,0.420669507977	0.1	,65178.250263
4127257	,29	,630.749028608	,0.658311658583	0.1	,65194.1026461
4128486	,33	,720.110286519	,0.878316688031	0.1	,65213.4887249
4130155	,46	,1006.40221336	,1.17030902072	0.1	,65240.0397811
4131574	,37	,831.384159401	,0.945110501576	0.1	,65261.916997
4132618	,27	,595.473449305	,0.686538520589	0.1	,65278.535254
4133975	,40	,812.916858479	,0.899258925565	0.1	,65300.399745
4135608	,48	,989.352656767	,1.05963625059	0.1	,65325.1662509
4137073	,44	,891.020700485	,0.982503381638	0.1	,65348.2096641
4138585	,41	,914.205573097	,1.0207186116	0.1	,65371.4242949
4139525	,27	,583.532523245	,0.698788090245	0.1	,65387.1337969
4140650	,29	,657.643379003	,0.781202669372	0.1	,65405.817342
4142121	,40	,869.361317128	,1.00309294221	0.1	,65429.5965819
4143332	,33	,736.328478009	,0.860658764199	0.1	,65449.1049199
4144869	,41	,918.660372153	,1.0653418367	0.1	,65475.310461
4146359	,37	,874.622353777	,0.953907519142	0.1	,65498.8719289
4147789	,40	,853.658280507	,0.934657911326	0.1	,65523.2029951
4149177	,34	,814.867541462	,0.945424591322	0.1	,65546.8017731
4150252	,29	,647.903436512	,0.691342735132	0.1	,65565.6293199
4151706	,40	,876.179193005	,1.03829204892	0.1	,65590.512032
4153279	,43	,942.87787503	,1.11011307026	0.1	,65615.812078
4154148	,21	,494.938691393	,0.586149807204	0.1	,65629.3266349
4155302	,28	,670.244410917	,0.7396265727	0.1	,65649.3426681
4156965	,46	,1001.64340806	,1.05355229071	0.1	,65676.070992
4158050	,28	,630.029330686	,0.72717682612	0.1	,65693.273618
4159303	,37	,759.651496902	,0.821412101868	0.1	,65713.6753099
4160865	,47	,986.96739918	,1.0090717099	0.1	,65740.403491
4161775	,22	,527.41316995	,0.600366627485	0.1	,65756.3148351
4163159	,38	,835.535938069	,0.924007643356	0.1	,65779.6092889
4164544	,39	,844.087499216	,0.854761036993	0.1	,65802.2276051
4165965	,38	,849.5492329	,0.911627627378	0.1	,65825.390012
4167387	,42	,907.088574439	,0.88710285211	0.1	,65849.9150529
4168758	,39	,837.672002837	,0.883984662869	0.1	,65872.113713
4170129	,37	,816.202084258	,0.872888620579	0.1	,65894.671423
4171354	,31	,744.728017747	,0.810239504382	0.1	,65914.7684259
4172716	,38	,830.205388382	,0.875853447811	0.1	,65936.514076
4173866	,34	,695.567640826	,0.735647782611	0.1	,65955.3287971
4175495	,48	,990.439804897	,1.0773348342	0.1	,65980.389394
4177024	,40	,892.649693191	,0.95624713118	0.1	,66001.912209
4178398	,38	,849.185658649	,0.97467664264	0.1	,66024.271884
4179543	,32	,690.122871578	,0.678385855426	0.1	,66044.436511
4180275	,19	,436.194419846	,0.464517590066	0.1	,66057.2455389
4181509	,33	,742.241971359	,0.826997924654	0.1	,66078.2814519
4182555	,28	,612.229451865	,0.680008115829	0.1	,66095.567045
4183895	,43	,844.702960819	,0.883292265149	0.1	,66114.9352579
4185182	,36	,742.652678311	,0.897785402354	0.1	,66134.5452299
4186398	,32	,709.661823377	,0.781919014196	0.1	,66155.175
4187382	,31	,627.724011108	,0.679740564708	0.1	,66171.33426
4188795	,38	,829.783997685	,0.956273525175	0.1	,66195.6767199
4189575	,21	,468.155953422	,0.517326192625	0.1	,66208.872648
4190765	,32	,687.358943209	,0.83294850625	0.1	,66226.2021561
4191724	,23	,543.401125669	,0.683183229543	0.1	,66239.9445789
4192718	,23	,552.817802161	,0.634154390951	0.1	,66254.7229741
4193595	,22	,501.604141563	,0.584751084069	0.1	,66269.2054491
4195130	,38	,866.593991026	,1.00259585447	0.1	,66296.3962071
4196315	,36	,726.597855374	,0.78680479122	0.1	,66317.7663679
4197531	,35	,707.492706865	,0.869975650698	0.1	,66337.4648581
4198740	,34	,730.641295403	,0.82017811267	0.1	,66354.956403
4199784	,29	,634.574205145	,0.66578561686	0.1	,66370.3034451
4200871	,29	,643.304759964	,0.778917258212	0.1	,66389.309947
4202158	,34	,766.972411484	,0.943676763636	0.1	,66411.0053489
4203191	,29	,612.974390596	,0.777742353617	0.1	,66428.5990601
4204172	,26	,590.508164793	,0.665902763285	0.1	,66445.655195
4205200	,28	,613.67771247	,0.791555362535	0.1	,66461.6345119
4206003	,20	,463.513337791	,0.586282057324	0.1	,66473.267401
4207389	,43	,843.399975389	,0.933015071496	0.1	,66494.3316209
4208397	,29	,608.399249658	,0.718150508153	0.1	,66511.4267371
4208952	,13	,310.314823598	,0.412048294573	0.1	,66521.2200379
4209951	,27	,592.50047487	,0.701950858216	0.1	,66536.675945
4210770	,23	,487.498023659	,0.585929579596	0.1	,66550.275851
4211749	,26	,559.721442327	,0.706829200644	0.1	,66566.855598
4212689	,25	,552.653287902	,0.650726778418	0.1	,66582.3692601
4213233	,12	,299.534660801	,0.397527911904	0.1	,66591.781513
4214739	,43	,904.357173741	,1.0682743239	0.1	,66617.751549
4216061	,40	,840.623499915	,0.921410144932	0.1	,66639.94596
4217413	,39	,809.186264887	,0.93110237256	0.1	,66663.7588911
4218334	,26	,543.377438188	,0.763562541346	0.1	,66679.598598
4219344	,28	,598.642965317	,0.71343363155	0.1	,66697.4920421
4220714	,34	,782.591334999	,1.00694812724	0.1	,66720.027621
4221780	,29	,633.997816309	,0.797373678157	0.1	,66738.8459849
4222880	,33	,684.865461439	,0.843951665956	0.1	,66757.939157
4223940	,29	,633.185605645	,0.770298767784	0.1	,66775.5677741
4225059	,32	,670.730692387	,0.813058886844	0.1	,66794.4438169
4226174	,31	,667.128296971	,0.767703241574	0.1	,66813.6719041
4227120	,24	,546.793846339	,0.648353216857	0.1	,66829.510803
4228009	,24	,512.864084691	,0.611639916489	0.1	,66844.3642509
4229657	,47	,1006.86892568	,1.10928313184	0.1	,66872.000484
4230939	,36	,758.922304869	,0.876587000064	0.1	,66893.377378
4232148	,32	,705.999808222	,0.87592650624	0.1	,66913.8580711
4233344	,35	,720.281770691	,0.86898277099	0.1	,66933.530643
4234573	,31	,705.860356912	,0.860108785055	0.1	,66953.825691
4235878	,41	,808.649504378	,0.903325313353	0.1	,66976.4431911
4237371	,41	,889.973463684	,1.09692749489	0.1	,67002.977736
4238577	,31	,702.047675863	,0.850574822463	0.1	,67023.191829
4239678	,27	,626.386549935	,0.744181957736	0.1	,67041.2906821
4241097	,39	,830.914768726	,1.02861340169	0.1	,67065.1993821
4242407	,39	,803.926953346	,0.906825347134	0.1	,67087.5046549
4243140	,20	,429.880943641	,0.484365694843	0.1	,67100.4052899
4244746	,44	,955.198294163	,1.16632582574	0.1	,67128.3733461
4246262	,40	,908.226222664	,0.985916522528	0.1	,67152.812202
4247210	,26	,552.333385944	,0.730904781129	0.1	,67167.8045249
4248490	,37	,766.36544688	,0.847913840196	0.1	,67187.3163321
4249953	,41	,856.424040034	,1.01707868872	0.1	,67210.1257989
4251223	,33	,686.739011675	,0.912633390384	0.1	,67230.5192859
4252574	,37	,821.038175181	,0.95082345308	0.1	,67251.3298349
4253706	,29	,665.747290328	,0.777153246199	0.1	,67268.8752639
4254846	,32	,693.032504737	,0.80004880944	0.1	,67286.7347109
4255581	,18	,428.08730869	,0.530298417827	0.1	,67298.1659889
4256585	,25	,580.287964806	,0.679895794565	0.1	,67313.547574
4257916	,41	,810.927501097	,1.00767288121	0.1	,67334.2939
4258714	,20	,473.12863633	,0.542239568211	0.1	,67346.3189361
4260142	,40	,868.56786716	,0.984743567038	0.1	,67368.8286231
4261524	,37	,821.687487885	,1.00270205304	0.1	,67390.2233939
4262115	,14	,336.762643084	,0.534227692711	0.1	,67399.6723289
4263234	,29	,657.514769688	,0.760565838253	0.1	,67417.3255999
4263845	,15	,336.256997615	,0.429308498715	0.1	,67427.031321
4265053	,34	,710.63244085	,0.769838282751	0.1	,67445.6144099
4266046	,26	,564.509043649	,0.711911866143	0.1	,67460.937258
4267471	,37	,836.988032863	,1.04894891597	0.1	,67482.4556029
4268576	,34	,684.249366641	,0.725298022386	0.1	,67498.9970169
4269728	,29	,661.568629578	,0.795463540133	0.1	,67516.7341919
4271057	,36	,797.154906109	,1.11208287656	0.1	,67537.855139
4271997	,29	,585.882279903	,0.677562239725	0.1	,67552.8482831
4273257	,32	,737.83977218	,0.921843345073	0.1	,67572.5241981
4274641	,40	,840.948143482	,1.01428794893	0.1	,67594.3032269
4275875	,40	,774.471864223	,0.884649222273	0.1	,67613.4870501
4277460	,46	,945.378564775	,1.06645807636	0.1	,67638.6497719
4278815	,41	,862.215208694	,0.955269166836	0.1	,67660.114219
4279925	,28	,646.024607852	,0.799087328836	0.1	,67677.882648
4281425	,41	,877.716591477	,1.05588138464	0.1	,67700.6955171
4282475	,29	,634.271001011	,0.732789409434	0.1	,67717.0453451
4283894	,37	,837.867627367	,1.04133884802	0.1	,67739.460129
4284920	,28	,621.428064123	,0.748571017888	0.1	,67755.14855
4286291	,37	,829.671669662	,0.928826506111	0.1	,67775.496016
4287440	,31	,685.634462744	,0.804903235825	0.1	,67791.783926
4289027	,41	,935.481340244	,1.06513075133	0.1	,67814.607681
4290296	,34	,754.226862878	,0.877735859598	0.1	,67832.73035
4291504	,35	,750.261301756	,0.899886564548	0.1	,67849.4182079
4292433	,24	,545.903793037	,0.688922165122	0.1	,67862.400351
4293630	,30	,689.4959279	,0.873172563399	0.1	,67879.122633
4294955	,38	,809.798720792	,1.09268363243	0.1	,67897.799675
4296459	,41	,902.975329891	,1.148861133	0.1	,67918.5620279
4297829	,39	,852.209647506	,0.971393418018	0.1	,67937.5306151
4298826	,26	,591.230162993	,0.717073723412	0.1	,67951.434432
4299779	,24	,562.689376295	,0.686345712384	0.1	,67964.944042
4300925	,32	,687.625822634	,0.847538759364	0.1	,67981.6610739
4302028	,29	,664.458311722	,0.763827648356	0.1	,67997.0873089
4303608	,43	,954.116824165	,1.17264038837	0.1	,68019.3835249
4304738	,31	,689.29290387	,0.7989271673	0.1	,68035.028131
4306205	,43	,888.065662444	,1.0366091886	0.1	,68055.318275
4307181	,26	,575.454411715	,0.72606031764	0.1	,68068.8837759
4308568	,36	,830.734016716	,0.994080148448	0.1	,68088.040374
4309628	,29	,650.325991124	,0.71917040486	0.1	,68102.630235
4310803	,34	,690.436119348	,0.764599536429	0.1	,68119.0855091
4312236	,40	,883.363302708	,1.03313216784	0.1	,68139.451123
4313683	,40	,879.957528993	,0.945719364434	0.1	,68159.7152901
4315039	,37	,817.589232728	,0.934209666593	0.1	,68178.8847139
4316536	,40	,880.808318302	,1.01257317399	0.1	,68199.8707111
4317625	,30	,662.309595108	,0.7465685676	0.1	,68215.062021
4318453	,24	,526.779543266	,0.635855162567	0.1	,68226.5307219
4319632	,32	,708.378667727	,0.787319987823	0.1	,68242.8628769
4320799	,30	,712.856474668	,0.815928321841	0.1	,68259.300524
4321838	,28	,618.540207818	,0.734749387921	0.1	,68273.996094
4322758	,25	,585.968363956	,0.674909059468	0.1	,68286.8441589
4324267	,41	,891.24610512	,0.976796824965	0.1	,68307.7307191
4325661	,39	,860.784074873	,0.944885789009	0.1	,68327.682025
4326346	,17	,398.709914923	,0.457891419792	0.1	,68337.2744019
4327388	,28	,629.091489449	,0.800139373081	0.1	,68352.0013199
4328636	,31	,729.843186736	,0.938879697242	0.1	,68369.5284531
4329951	,38	,829.293495953	,0.902844899276	0.1	,68388.731117
4331014	,31	,645.200057626	,0.773224202145	0.1	,68404.3262801
4332403	,35	,811.821039841	,0.91611430695	0.1	,68425.811465
4333607	,32	,734.132979542	,0.774036523188	0.1	,68444.8051071
4335178	,46	,974.343799442	,1.02857383908	0.1	,68469.0584381
4336381	,33	,740.010234252	,0.802763474559	0.1	,68487.7919691
4337861	,41	,873.552279443	,0.949421791651	0.1	,68511.6190469
4338945	,31	,674.589225054	,0.788029536539	0.1	,68528.2283969
4340156	,35	,743.970236436	,0.774356670954	0.1	,68547.9000151
4341894	,51	,1055.63133428	,1.15791559943	0.1	,68576.3656399
4343173	,43	,823.16472058	,0.922225716597	0.1	,68596.6245999
4344538	,37	,850.607838586	,0.8800243242	0.1	,68616.385921
4345760	,32	,758.183629438	,0.831840732353	0.1	,68634.670423
4346202	,10	,252.558060318	,0.264980648455	0.1	,68641.2548921
4347436	,36	,778.431999117	,0.871042398947	0.1	,68659.220511
4348382	,29	,605.877184451	,0.652829113867	0.1	,68673.230979
4350036	,43	,995.727841303	,1.06818600352	0.1	,68697.3014181
4351079	,26	,628.597121209	,0.671056972489	0.1	,68713.242018
4352466	,36	,789.74674654	,0.904281948591	0.1	,68733.400023
4353969	,44	,957.649160489	,0.984259265737	0.1	,68755.6512051
4355163	,32	,717.550144508	,0.782534400176	0.1	,68773.806978
4356522	,35	,808.278365567	,0.869951107299	0.1	,68794.9361811
4357559	,31	,660.576420829	,0.636018425437	0.1	,68811.8019919
4358995	,41	,894.437421411	,0.884326171181	0.1	,68833.4064281
4360293	,37	,794.109730363	,0.963409299991	0.1	,68852.7299249
4361814	,45	,954.158989355	,1.00395209937	0.1	,68876.555125
4362829	,28	,629.431127474	,0.668564913671	0.1	,68893.886102
4364157	,37	,825.56918171	,0.860188365303	0.1	,68913.7940509
4365138	,27	,604.601692423	,0.610534249761	0.1	,68929.10461
4366219	,29	,646.209529027	,0.707850998617	0.1	,68944.8461239
4367306	,32	,702.636078194	,0.700007909109	0.1	,68961.252074
4368061	,19	,455.306007028	,0.495493407907	0.1	,68972.3769839
4369535	,38	,883.011357591	,0.949270183701	0.1	,68996.4926889
4371060	,42	,924.476633802	,1.00822893094	0.1	,69021.5057571
4372583	,41	,941.513712153	,0.957516348368	0.1	,69046.57917
4373894	,35	,788.283056796	,0.988525465058	0.1	,69068.211664
4374790	,24	,558.822439045	,0.619399414354	0.1	,69083.4420631
4376341	,40	,939.95123294	,0.996519219269	0.1	,69109.819422
4378031	,51	,1091.41277573	,1.15802624942	0.1	,69137.636658
4379261	,33	,744.76346533	,0.861610945794	0.1	,69159.1251249
4380528	,38	,814.862036541	,0.868458040859	0.1	,69181.4893119
4381884	,40	,845.328453377	,0.899696502827	0.1	,69203.8882549
4383242	,38	,825.398010701	,0.890159739967	0.1	,69227.183475
4384639	,40	,858.48375462	,0.929248186258	0.1	,69250.8230669
4385948	,34	,773.160370529	,0.842433318816	0.1	,69272.928196
4387190	,35	,784.052182034	,0.887369201533	0.1	,69295.0425661
4388209	,26	,601.494701043	,0.717678639223	0.1	,69311.1954999
4389682	,41	,902.410709426	,1.05494375441	0.1	,69335.5800059
4390686	,26	,634.91318287	,0.854571161886	0.1	,69352.292881
4391685	,26	,603.549266785	,0.703005954005	0.1	,69369.3758881
4392972	,34	,781.613160133	,0.921481778583	0.1	,69390.9756501
